number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status,outcome
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,65,0,10/12/2017,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,73.95,0,2/12/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,66,0,2/5/2018,Not_Canceled,0
2,0,2,1,Meal Plan 2,0,Room_Type 1,117,Offline,0,0,0,94.5,0,8/1/2017,Canceled,1
2,0,2,5,Meal Plan 1,0,Room_Type 1,31,Online,0,0,0,102.99,2,10/3/2017,Canceled,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,117.9,1,5/23/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 4,33,Online,0,0,0,140.4,1,4/29/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,17,Corporate,0,0,0,80,1,3/17/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,176,1,5/20/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,85,0,7/6/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,90,1,8/29/2017,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,285,Offline,0,0,0,100,0,10/3/2018,Canceled,1
2,0,2,6,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,132.13,0,9/8/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,112.8,0,5/18/2018,Not_Canceled,0
3,0,2,5,Meal Plan 1,0,Room_Type 4,58,Online,0,0,0,153.77,0,9/5/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,89.08,1,11/12/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,189,Offline,0,0,0,72.76,0,10/19/2018,Not_Canceled,0
1,0,2,7,Meal Plan 1,0,Room_Type 1,7,Complementary,0,0,0,0,1,7/19/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,78,Offline,0,0,0,100,0,3/25/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 2,16,Online,0,0,0,103,1,3/18/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,98.8,0,12/2/2018,Canceled,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,135.5,0,9/19/2017,Not_Canceled,0
2,0,1,4,Meal Plan 2,0,Room_Type 2,34,Offline,0,0,0,111.96,0,10/26/2017,Not_Canceled,0
2,0,2,3,Not Selected,0,Room_Type 1,4,Online,1,1,0,133,1,9/20/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,11,Corporate,0,0,0,90,0,6/14/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,118,0,3/11/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 4,36,Online,0,0,0,96.9,0,12/3/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,94,1,11/9/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89,0,11/3/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,65,0,12/4/2017,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 4,43,Online,0,0,0,87.97,0,2/14/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 4,23,Online,0,0,0,125.2,1,4/10/2018,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,115,0,4/19/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 4,10,Complementary,0,0,0,0,2,8/21/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,78,Online,0,0,0,149.4,1,9/1/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,275,Offline,0,0,0,62.8,0,6/4/2018,Canceled,1
2,2,2,1,Meal Plan 1,0,Room_Type 6,83,Offline,0,0,0,129.5,0,2/28/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,158,Online,0,0,0,89.25,1,10/5/2017,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,81,0,8/6/2017,Not_Canceled,0
1,0,0,2,Meal Plan 1,0,Room_Type 4,41,Online,0,0,0,107.41,1,10/5/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,10/16/2017,Canceled,1
3,0,0,3,Meal Plan 1,0,Room_Type 4,36,Online,0,0,0,117.3,1,3/2/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75,0,4/6/2018,Canceled,1
2,1,1,3,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,93.08,1,4/11/2018,Not_Canceled,0
2,2,0,1,Meal Plan 1,0,Room_Type 6,4,Online,0,0,0,211,2,4/9/2018,Not_Canceled,0
2,0,0,3,Not Selected,0,Room_Type 1,22,Online,0,0,0,87.78,2,10/21/2017,Not_Canceled,0
2,0,1,2,Not Selected,0,Room_Type 1,15,Online,0,0,0,106.33,0,4/15/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,10/16/2017,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,80,0,1/19/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,8/14/2017,Not_Canceled,0
1,0,1,2,Meal Plan 1,0,Room_Type 5,269,Corporate,0,0,0,106,0,11/21/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 5,32,Complementary,0,0,0,75,1,11/15/2018,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,86,Online,0,0,0,85.5,1,4/26/2018,Not_Canceled,0
2,2,1,3,Meal Plan 1,0,Room_Type 6,58,Online,0,0,0,167.45,0,4/21/2018,Canceled,1
2,2,0,2,Meal Plan 1,0,Room_Type 6,18,Online,0,0,0,221,1,5/6/2018,Not_Canceled,0
3,0,2,1,Meal Plan 2,0,Room_Type 1,1,Offline,0,0,0,138.5,1,8/15/2017,Not_Canceled,0
2,0,0,3,Meal Plan 1,1,Room_Type 1,228,Online,0,0,0,118.9,1,8/16/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,90,0,11/11/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,60,0,12/27/2018,Not_Canceled,0
2,0,2,0,Not Selected,0,Room_Type 1,54,Online,0,0,0,103.5,0,7/10/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,80,0,2/19/2018,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,133,Online,0,0,0,94.5,0,8/20/2018,Canceled,1
2,0,1,4,Meal Plan 1,0,Room_Type 1,148,Offline,0,0,0,67,0,12/30/2017,Not_Canceled,0
3,0,2,1,Meal Plan 1,0,Room_Type 4,108,Online,0,0,0,137.7,0,7/24/2018,Canceled,1
2,2,2,2,Meal Plan 1,0,Room_Type 6,88,Online,0,0,0,150.45,2,4/3/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,99.45,2,4/13/2018,Not_Canceled,0
1,0,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,88.94,0,10/11/2017,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,0,0,0,121,0,9/30/2017,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 4,69,Online,0,0,0,118.8,0,4/22/2018,Canceled,1
2,0,2,0,Meal Plan 1,0,Room_Type 1,5,Corporate,1,1,0,100,0,9/20/2017,Not_Canceled,0
2,2,4,6,Meal Plan 1,0,Room_Type 6,7,Online,0,0,0,213,0,6/12/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,35,Offline,0,0,0,58,1,1/8/2018,Not_Canceled,0
2,0,1,0,Not Selected,0,Room_Type 1,1,Online,0,0,0,79,0,2/14/2018,Canceled,1
2,0,2,4,Meal Plan 1,0,Room_Type 4,45,Online,0,0,0,113.62,0,4/10/2018,Canceled,1
2,1,1,3,Meal Plan 1,0,Room_Type 1,217,Online,0,0,0,119.85,2,9/12/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,35,Offline,0,0,0,85,0,10/20/2018,Not_Canceled,0
1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,110,0,7/6/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,21,Offline,0,0,0,77,1,10/7/2017,Not_Canceled,0
2,0,0,3,Not Selected,0,Room_Type 1,0,Online,0,0,0,129,3,8/30/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 4,45,Offline,0,0,0,60,0,11/9/2017,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 4,27,Online,0,0,0,120.12,1,6/22/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,126.9,0,5/7/2018,Canceled,1
1,0,1,0,Meal Plan 1,1,Room_Type 1,3,Corporate,1,0,2,67,0,9/19/2018,Not_Canceled,0
1,0,1,1,Not Selected,0,Room_Type 1,3,Offline,0,0,0,124,0,6/27/2018,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,275,Offline,0,0,0,62.8,0,6/4/2018,Canceled,1
1,0,1,0,Meal Plan 1,0,Room_Type 1,111,Offline,0,0,0,120,0,10/10/2018,Canceled,1
3,0,1,4,Meal Plan 1,0,Room_Type 4,39,Online,0,0,0,139.5,0,4/20/2018,Canceled,1
2,2,2,3,Meal Plan 1,0,Room_Type 7,13,Online,0,0,0,235.94,0,10/7/2018,Canceled,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,219,Online,0,0,0,102.85,1,10/3/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,106.33,0,12/7/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,52,0,12/9/2018,Not_Canceled,0
2,1,2,1,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,121.5,2,7/24/2018,Not_Canceled,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,48,Offline,0,0,0,60,1,1/17/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,176,Offline,0,0,0,125.1,0,9/8/2018,Canceled,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,112.68,1,10/16/2018,Not_Canceled,0
1,0,0,1,Not Selected,0,Room_Type 1,14,Online,0,0,0,109,1,11/2/2018,Not_Canceled,0
1,0,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,0,0,0,90,0,9/13/2018,Not_Canceled,0
2,0,2,2,Not Selected,0,Room_Type 1,42,Online,0,0,0,74.8,1,12/9/2018,Not_Canceled,0
2,1,1,2,Meal Plan 1,1,Room_Type 1,81,Online,0,0,0,130.5,2,7/18/2018,Not_Canceled,0
2,0,0,0,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,0,0,6/11/2018,Not_Canceled,0
1,0,0,1,Not Selected,0,Room_Type 1,8,Online,0,0,0,64.68,1,4/8/2018,Not_Canceled,0
2,0,1,2,Meal Plan 2,0,Room_Type 1,418,Offline,0,0,0,107,0,9/26/2018,Canceled,1
1,0,1,0,Not Selected,0,Room_Type 5,3,Online,0,0,0,195,0,9/26/2018,Not_Canceled,0
3,0,1,1,Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,0,85,1,7/25/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Corporate,1,1,9,65,0,5/10/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,164,Online,0,0,0,76.46,0,8/24/2018,Canceled,1
2,0,1,0,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,87.32,1,6/27/2018,Not_Canceled,0
2,0,2,0,Not Selected,0,Room_Type 1,3,Online,0,0,0,113,2,6/26/2018,Not_Canceled,0
2,0,0,4,Meal Plan 2,0,Room_Type 1,323,Offline,0,0,0,112,1,5/17/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,93.6,2,11/18/2018,Not_Canceled,0
1,0,6,14,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,70.91,0,2/5/2018,Canceled,1
1,0,1,0,Meal Plan 1,0,Room_Type 1,34,Corporate,0,0,0,66,0,1/24/2018,Not_Canceled,0
3,0,1,3,Meal Plan 1,0,Room_Type 4,48,Online,0,0,0,130.05,0,4/11/2018,Canceled,1
2,1,2,2,Meal Plan 1,0,Room_Type 1,65,Online,0,0,0,114.3,3,9/2/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,70,Offline,0,0,0,100,0,6/3/2018,Not_Canceled,0
2,2,1,4,Meal Plan 1,0,Room_Type 6,138,Online,0,0,0,169.15,0,7/11/2018,Canceled,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,95,2,9/10/2017,Not_Canceled,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,80.1,0,2/27/2018,Canceled,1
2,0,2,3,Not Selected,0,Room_Type 1,8,Online,0,0,0,136,1,10/16/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,65,Online,0,0,0,67.81,1,4/1/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 4,133,Online,0,0,0,116.95,0,5/4/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,115,1,10/14/2018,Canceled,1
2,0,0,2,Not Selected,0,Room_Type 1,18,Online,0,0,0,129,0,6/17/2018,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,90,0,9/9/2017,Not_Canceled,0
2,0,1,1,Not Selected,0,Room_Type 1,238,Online,0,0,0,78.3,0,12/31/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,140.4,0,5/17/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,69.99,0,4/16/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,93,1,2/27/2018,Not_Canceled,0
2,0,2,0,Not Selected,0,Room_Type 1,10,Online,0,0,0,75,1,1/17/2018,Not_Canceled,0
2,1,1,1,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,171,1,8/8/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,124.65,0,3/24/2018,Canceled,1
2,0,0,2,Meal Plan 1,0,Room_Type 4,145,Online,0,0,0,123.3,2,8/17/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,76.5,0,8/28/2018,Not_Canceled,0
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120,0,6/12/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,64,0,2/2/2018,Not_Canceled,0
2,0,1,2,Not Selected,0,Room_Type 1,5,Online,0,0,0,96.76,1,8/26/2018,Not_Canceled,0
3,0,0,2,Meal Plan 1,0,Room_Type 4,16,Online,0,0,0,187,3,7/1/2018,Not_Canceled,0
1,0,1,1,Meal Plan 1,0,Room_Type 1,10,Corporate,1,1,15,65,1,7/4/2018,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,115,1,6/24/2018,Canceled,1
2,0,1,3,Meal Plan 2,0,Room_Type 1,13,Online,0,0,0,114.55,0,2018-2-29,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,131,2,9/1/2018,Not_Canceled,0
2,0,0,5,Meal Plan 1,0,Room_Type 4,48,Online,0,0,0,140.4,1,5/10/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,0,81,0,2/19/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,224,Offline,0,0,0,65,0,10/2/2017,Not_Canceled,0
2,0,2,9,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,88.27,0,1/20/2018,Not_Canceled,0
3,0,2,2,Meal Plan 1,0,Room_Type 4,117,Online,0,0,0,123.3,2,10/28/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,149,Offline,0,0,0,80.75,1,6/25/2018,Not_Canceled,0
1,0,2,0,Meal Plan 1,0,Room_Type 1,0,Complementary,0,0,0,0,0,9/18/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89,0,11/4/2018,Canceled,1
2,0,1,1,Meal Plan 1,0,Room_Type 1,77,Online,0,0,0,96.3,1,4/25/2018,Not_Canceled,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,101,1,4/11/2018,Not_Canceled,0
2,0,2,2,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,116.75,1,9/11/2017,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,70,0,10/16/2017,Canceled,1
2,0,0,1,Not Selected,1,Room_Type 1,8,Online,0,0,0,158,2,9/9/2018,Not_Canceled,0
1,0,0,2,Meal Plan 2,0,Room_Type 4,80,Offline,0,0,0,108,0,10/9/2017,Not_Canceled,0
2,1,0,3,Meal Plan 1,0,Room_Type 1,51,Online,0,0,0,109.8,2,12/6/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,79,Offline,0,0,0,75,0,11/13/2017,Not_Canceled,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,72,0,10/4/2017,Not_Canceled,0
2,1,2,0,Meal Plan 1,0,Room_Type 4,6,Offline,0,0,0,120.5,0,8/28/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Corporate,1,3,2,40,1,3/29/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 4,76,Offline,0,0,0,82.45,0,7/1/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,126,2,10/1/2017,Not_Canceled,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,115,1,6/24/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,114,Offline,0,0,0,80.75,0,4/3/2018,Not_Canceled,0
2,0,2,5,Meal Plan 1,0,Room_Type 1,205,Offline,0,0,0,80.24,0,6/20/2018,Canceled,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,72.25,0,7/16/2018,Canceled,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,8/14/2017,Not_Canceled,0
2,0,1,3,Not Selected,0,Room_Type 1,127,Online,0,0,0,89.25,1,5/9/2018,Canceled,1
2,0,0,1,Meal Plan 1,0,Room_Type 4,58,Offline,0,0,0,87.3,0,7/8/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,168,Offline,0,0,0,85,0,4/22/2018,Canceled,1
3,0,0,1,Meal Plan 1,0,Room_Type 4,157,Offline,0,0,0,133.6,0,10/7/2018,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,50,Offline,0,0,0,52,1,1/14/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,163.18,0,5/18/2018,Canceled,1
1,0,0,2,Meal Plan 1,0,Room_Type 4,8,Aviation,0,0,0,110,0,10/28/2018,Not_Canceled,0
1,0,2,1,Not Selected,0,Room_Type 1,9,Online,0,0,0,75,1,11/1/2017,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 2,2,Online,0,0,0,78.52,0,1/23/2018,Not_Canceled,0
2,0,1,4,Meal Plan 1,0,Room_Type 1,275,Offline,0,0,0,90,0,10/5/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,57,Offline,0,0,0,90.67,1,6/10/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 2,47,Online,0,0,0,69.53,0,2/20/2018,Not_Canceled,0
3,0,2,1,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,105,1,4/3/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 6,5,Online,0,0,0,155.25,1,8/31/2017,Not_Canceled,0
1,0,0,2,Not Selected,0,Room_Type 1,33,Online,0,0,0,111.6,1,5/3/2018,Not_Canceled,0
2,0,1,2,Not Selected,0,Room_Type 1,151,Online,0,0,0,100.5,1,8/5/2018,Canceled,1
2,0,1,2,Meal Plan 1,1,Room_Type 4,62,Online,0,0,0,124.5,2,9/5/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,185,2,8/11/2018,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,24,Offline,0,0,0,95,1,10/9/2018,Not_Canceled,0
2,1,0,2,Meal Plan 1,0,Room_Type 1,141,Online,0,0,0,147.6,1,9/23/2018,Not_Canceled,0
1,0,0,2,Meal Plan 2,0,Room_Type 1,8,Offline,0,0,0,87,0,8/14/2017,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,100,0,5/31/2018,Canceled,1
1,0,1,2,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,92.7,0,5/2/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,87.78,0,11/21/2018,Not_Canceled,0
2,0,0,4,Meal Plan 1,0,Room_Type 6,2,Online,0,0,0,214,0,6/29/2018,Canceled,1
2,0,2,4,Meal Plan 2,0,Room_Type 4,8,Online,0,0,0,204,1,6/30/2018,Not_Canceled,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,226,Offline,0,0,0,80.75,1,9/1/2018,Not_Canceled,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,0,81,0,2/19/2018,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,26,Offline,0,0,0,120,0,6/8/2018,Not_Canceled,0
3,0,0,4,Meal Plan 1,0,Room_Type 4,100,Online,0,0,0,150.3,0,8/24/2018,Canceled,1
2,0,1,1,Not Selected,0,Room_Type 1,33,Online,0,0,0,104.49,0,5/9/2018,Canceled,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,114,1,9/15/2017,Not_Canceled,0
1,0,0,2,Meal Plan 2,0,Room_Type 1,286,Offline,0,0,0,91,0,9/16/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,135,Offline,0,0,0,90,0,9/14/2017,Canceled,1
2,0,0,3,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,140.4,0,5/17/2018,Not_Canceled,0
2,0,2,4,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,134.83,1,9/10/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,73,0,5/27/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,118.8,0,4/14/2018,Canceled,1
2,0,1,4,Meal Plan 1,0,Room_Type 4,20,Online,0,0,0,96.9,2,12/21/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,103,2,11/21/2018,Not_Canceled,0
2,0,2,4,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,97.33,1,9/4/2017,Canceled,1
2,0,1,1,Not Selected,0,Room_Type 1,91,Online,0,0,0,58.9,1,4/9/2018,Not_Canceled,0
3,0,2,6,Meal Plan 1,0,Room_Type 4,121,Online,0,0,0,132.18,2,7/19/2018,Not_Canceled,0
2,0,0,1,Not Selected,0,Room_Type 1,119,Online,0,0,0,85.5,0,6/28/2018,Canceled,1
2,0,0,0,Meal Plan 1,0,Room_Type 1,256,Online,0,0,0,0,0,9/14/2017,Canceled,1
1,0,1,2,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,90,2,11/4/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,92,Online,0,0,0,112.5,2,8/22/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,65,0,11/2/2017,Not_Canceled,0
2,0,2,1,Meal Plan 2,0,Room_Type 4,18,Online,0,0,0,137.57,1,9/11/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 2,179,Online,0,0,0,88.76,0,8/25/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,42,Offline,0,0,0,63,0,3/21/2018,Canceled,1
2,1,2,8,Meal Plan 1,0,Room_Type 7,45,Online,0,0,0,217.75,3,3/15/2018,Not_Canceled,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,117.9,2,8/12/2018,Canceled,1
2,0,0,2,Meal Plan 1,1,Room_Type 1,266,Online,0,0,0,96.3,1,12/30/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,12,65,1,3/14/2018,Not_Canceled,0
2,0,0,4,Meal Plan 2,0,Room_Type 1,91,Offline,0,0,0,105,0,5/4/2018,Not_Canceled,0
1,0,2,1,Meal Plan 2,0,Room_Type 1,3,Offline,0,0,0,36.25,0,8/22/2017,Not_Canceled,0
2,0,0,1,Meal Plan 1,1,Room_Type 1,15,Online,0,0,0,148,1,9/20/2018,Not_Canceled,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,99,1,6/13/2018,Not_Canceled,0
2,0,0,3,Meal Plan 1,0,Room_Type 4,143,Online,0,0,0,121.8,0,7/19/2018,Canceled,1
1,0,1,3,Meal Plan 1,0,Room_Type 4,83,Online,0,0,0,132.3,0,10/6/2018,Canceled,1
2,0,2,3,Meal Plan 1,0,Room_Type 4,61,Online,0,0,0,149.4,1,9/11/2018,Not_Canceled,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,114.5,2,9/17/2017,Not_Canceled,0
2,0,2,1,Meal Plan 1,0,Room_Type 2,158,Online,0,0,0,69.92,1,4/16/2018,Not_Canceled,0
1,0,1,0,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,0,1,10/4/2017,Not_Canceled,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110,0,11/1/2018,Canceled,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Offline,0,0,0,95,0,5/13/2018,Canceled,1
